Judul,Label
wanita hamil boleh keluar lama gerhana matahari langsung,1
video kerupuk crispy crackers mudah bakar,1
foto ahok seragam pertamina,1
menhan prabowo panglima tertib ormas pakai mirip uniform tni,1
rusia islam gema para tentara kalamullah lantun,1
kapolri masyarakat di tembak,1
media sosial aplikasi pesan pantau masa tenang milu 2019,1
kok bebas acung 1 jari,1
viral foto tebing uluwatu bal retak pihak kelola ikan klarifikasi,0
jelas polresta surabaya ketua front mahasiswa nasional surabaya kait informasi 2 mahasiswa nonpapua hilang pasca gerebek,0
mahasiswa mulai gerak demo tadi jakarta,1
prabowo subianto sandiaga uno buat daftar nama susun menteri kabinet,1
berita media daring deutsche welle judul indonesia dera gelombang panas mati,1
parlemen singapura ajar antihoaks indonesia,0
perintah kota surabaya gelar seleksi terima cpns 2018,1
sebar kabar palsu pakai nama muhammadiyah,0
ustaz cimahi hilang pasca salat subuh,1
pasu berani mati fpi tiba palestina,1
surat angkat cpns k2 tahun 20172018,1
budi waseso nyalon pilgub sumut lalu pdip,1
abimanyu foto mesra umi pipik sunu rekayasa,1
bila nampak perut ikan jenis telur ikan dlm gambar,1
halte sukoharjo paluarit,1
milik akun warung indomie abang adek lontar komentar ras syukur bom kampung melayu,1
suku baduy tuntut ahok penjara 5 tahun,1
tim kampanye ahok bagibagi uang lalu atm,1
beli lahan sumber waras bayar tunai,0
video berita paling populer hari nadiem makarim mendikbud mndurberita terkininews,1
tahun 2020 pria wajib istri jika akan usir indonesia,1
ayo tarik uang rame2 atm bank,1
hidayat nur wahid aku pks tak anut asas pancasila,1
sms kode voucher game online indomaret,1
warga puruk cahu murung raya desa mangkuhui positif covid19 kabur,1
merauke lintang kemukus,1
senjata biologis video bukti tentara as sebar corona bus wuhan,1
kemenag hapus kurikulum didik agama madrasah kata khilafah jihad,1
foto wanita ikut isis bangga penggal kepala sama umat allah,1
serangga dapat sebab tubuh lubang sakit luar biasa sentuh,1
akhir tabir benar buka aku orang jk,1
jokowi singgung banyak rakyat mati tv lantik,1
voucher makan gratis promo hut ke15 kfc,1
gubernur sumut edy rahmayadi seru jihad revolusi rezim busuk,1
polisi sebut foto mahasiswa papua surabaya tewas pukul hoaks,1
surat undang bimbing teknis laku usaha bpom,1
spp smasmk gratis jawa timur,0
postingan akun facebook neno warisman sebut prabowo rasul allah swt,1
kertas suara milu bakar sampah curang mau diam lindung aparat jabat,1
tka cina datang bandara kalsel pakai seragam tentara,1
institut cegah kanker umum ranking sayur anti kanker,1
bendera china kibar indonesia tanda negara jajah aseng,1
foto formasi 2019gantipresiden jasmerahmob umm,1
ditjen imigrasi bantah indonesia keluar visa israel,1
serang netizen tuding sebar berita hoax arie untung hapus postingannya,0
bahrun mantan fpi pindah banser nu foto sama ahok,0
pinjam modal usaha tri koperasi ukm,1
zara zettira semua milik akses sistem it kpu legal ilegal sangat pengaruh siapa akan pilih jadi presiden ri 2014,0
rizieq shihab mualaf pendeta gilbert lumoindong,1
hoax tentang hadassah of indonesia,1
seorng anak usia 4thn skrng ada d polres purwakarta ngakunya jakarta,1
jelas camat tanjung priok soal iur eru got,1
formulir lapor lahir wni kolom agama edar media sosial,0
biksu myanmar kena azab sakit misteri,1
klaim azzam mujahid izzulhaq masingmasing negara hampir seluruh milik pasal nista agamareligious blasphemy,1
uang jaman irsoekarno tulis lafadz allah,0
vidio baca alquran langgam jawa turki,1
laku ampo baco supir truk ranca ekek bandung tembak mati tim buser,1
tolak lupa wajah sedih ubah jadi gembira bohong,1
akun whatsapp kepala dinkes kota bengkulu minta transfer uang,1
stnk nya palsu plat no n 1 b stnk vios warna silver,1
video tka china masuk palembang apd lengkap biar kira nakes,1
pasien positif corona rawat rumah sakit umum daerah pekanbaru,1
charge ponsel powerbank bakar mall emporium,1
orang yg kibar bendera bintang kejora gunung papua akhir tangkap polisi hongkong,1
bangun bakar polda metro jaya bukan gudang peluru,0
daftar menu pesta kuliner gratis surabaya semarang,1
gakan bebas keluyur,1
menag nya bilang mesti rangkul,1
uji coba tilang elektronik jakarta barat,1
imbas ketidaksetaraan sejahtera gaji kerja lokal tka,1
lingkar merah tabung lpg ubah warna hitam tanda tabung ledak,1
rudy hartono tinggal dunia,1
parasetamol kandung virus machupo,0
pihak as gelontor dana 2 triliun pimpin nu tangkal terorisme,1
ketik aktif facebook kembali foto profil facebook hilang,1
ada tas sembako jokowi rp 3 miliar ada sejak presiden dahulu,0
surat sahabat luar negri,1
acara benar ahok gugat cerai veronica tan,1
motor bakar hp dalam jok,1
gerebek wn chinataiwan,0
foto putri raja salman kena pakai adat bal,0
comedian ernest prakasa sebut zakir naik dana isis,1
sertifikasi khatib syarat nominal hasil,1
foto makhluk rupa manusia tikus raksasa akibat durhaka orang tua,1
ada media liput demo buruh depan gedung kpk balai kota sekitar istana,0
nyata ketua mui kait larang takbir keliling,0
tuduh pki bangkit pamekasan jokowi caci maki,1
kampus puja setan bandung,1
inisial h nama jokowi nyata panjang herbertus,1
video uji coba beberapa merk air minum mineral kemas bahaya,1
foto jaman jokowi monumen palu arit diri,1
nyata tuju masuk mall pakai barcode,1
beda kelas dulu klas vvip sekarang kelas ekonomi,1
madu campur bawang putih obat kanker,1
akun palsu bupati pasuruan minta galang dana covid19,1
mr kimjung on rip,1
ir soekarno juang lebih sulit lawan anak,1
foto lihat kebiadapan israel,1
video india lockdown buntut rusuh,1
novel terbit 1981 sudah prediksi muncul corona wuhan,1
minum banyak air kumur air hangat garam cuka hilang virus corona di tenggorok,1
cuma ken viralin biar kasih efek jera,1
alam mendikbud kata nadiem makarim patah mitos nem ipk rangking,1
video jadi bunuh diri podomoro city deli park medan,1
jangan pijak kecoa mati isi perut kecoa sangat bahaya,1
hatihati ketemu anak kecil menang jalan modus baru jahat rampok perkosa culik,1
kabar buka showroom esemka boyolali,1
umat islam new zealand bakar gereja,1
rumah neno warisman kepung preman,1
mahasiswa desak parpol satu lengser jokowi,1
teriak nama prabowo,0
gambar hasil sunting berita sandiaga tak yakin indonesia raih juara asi games 2018,1
anies baswedan tolak ceramah tarawih masjid istiqlal,1
air mata pm kanada sambut ungsi suriah with tears pm of canada welcomed the refugees from syria,0
pesan beranta segera hubung sekda cilacap,1
orang telah ludah alquran kencing alquran,1
besok mesin sensor milik kemkominfo mulai buru,0
bmkg tanggap ramal gempa tsunami akhir tahun ntb,1
marsekal tni had tjahjanto alumni seba polri,1
partikel panci alumunium serap makan,1
jual beli properti catat spt milik telah lapor tax amnesty,1
video gedung moonton kebarakanmobile legend tutup,1
modus jahat uras rekening bank lalu tukar sim card ponsel,0
blackberry messanger bebas kuota,1
4 mahasiswa butuh 36 jam atas hoax facebook,0
sultan erdogan panggul keranda muhammad ali,1
tangkap layar artikel demokrat habib rizieq arab tak diri khilafah sana berani cuma di indonesia dasar provokator,1
foto tipu medis masuk alat tes suhu kening alat sinar leser tes suhu kabel proyek covit,1
kuota 100gb gratis perintah lama pandemi covid19,1
3 hari depan arus angin utara arah selatan yg bawa wabah lewat indonesia tuju australian,1
rokok menghadang virus corona masuk paruparu,1
update status wna tinggal atas motor positif covid19,0
pesan beranta bubar agama by ahmad mustofa bisri,1
warga israel ikut gugat anies baswedan akibat banjir,1
video siksa komunis muslim uighur,1
minum probiotik bantu sembuh kanker,1
guyur air bagi islamophobi,1
hubung kagak pake jilbab sumpah pake papan penggilesan aje,1
bos media larang reporter liput aksi sosialaksi peduli bencana yg laku fpi pks,1
hancur kota sengsara warga,1
foto post prabowo sandi nanti dunia,1
bangga berani pakai seragam militer,1
santriwati ponpes alfattah temboro dukung prabowo sandi,1
ratu elizabeth ii tinggal dunia,1
revisi deskripsi foto berita tempo rumah tahan gempa rp 15 juta mulai diri lombok utara,0
rencana evoting pileg pilpres 2019,1
tuduh punya hubung spesial ahok grace natalie beri klarifikasi,0
postingan orang pns menteri agama sebut korban bom surabaya istilah ekor,1
video lumpur bekas mirip kasus lumpur lapindo,1
polres banjarbaru bantah laku periksa aman dagang pentol bahan daging kucing,0
polling bangun kuil masjid atas tapak masjid babri runtuh polling to build temple or mosque over demolished babri mosque,1
teman ahok siap bunuh diri pak ahox kalah pilkada 2017,1
hoax puji jokowi biar kait berita jokowi pimpin baik media bloomberg,0
juta burung kerumun pantai dubai,1
logo hut merdeka ri ke75 kandung simbol tanda salib,1
putri vladimir putin tinggal dosis dua vaksin covid,1
foto nyata tik tok si empunya pki,1
999 cure rate for covid and a vaccine with 80 adverse effect rate,1
mafindo jombang the fact talk sakit takut layan sehat takut kena covid19,0
baru tiga bulan meni istri cerai suami garagara dukung jokowi,1
two suns called hunters moon,1
tidur habis menang cuci muka sebab mata bintit,1
foto nyonya besar klan cendana awal aksi demo nenolak ruu hip,1
video tanah abang penuh bray,1
foto satusatunya orang izin duduk kabah ini tukang bersihbersih,1
italy arrest doctor for intentionally killing over 3000 coronavirus patients,1
pelintir konteks foto tri rismaharini,1
video di pgc evakuasi pasien covid 19,1
sertifikasi halal mau hapus ruu sapu jagat,1
temu mayat anak sdn pademangan barat 11 mayor,1
lingkar merah tabung gas elpiji 3kg tanda bocor,1
telapak tangan demo lepuh akibat gas air mata,1
bem unindra bantah terima dana ikut aksi unjuk rasa depan gedung dpr,1
demonstrasi mahasiswa liput televisi sudah asai pki,1
foto banser tiba papua,1
muncul isu waduk jatigede jebol kapolsek bbws nyata benar,1
jelma babi,1
temu jenazah mobil wilayah purwokerto,1
dinas ppapp dki batal rapat undang muslimah hti,1
tenang pak anies baswedan masih punya medsos,1
kedzoliman rezim kuak,1
bmkg prediksi tsunami terjang bengkulu,1
tampak pesawat jatuh gempar menggoncang serta tsunami tadi sore,1
es krim parasetamol ice cream with paracetamol,1
fpi sebar spanduk habib rizieq dukung khilafah,0
berita labuh mewah resmi jokowi jadi labuh hantu turun,0
jadwal pindah maskapai terbang terminal 2 terminal 3 internasional bandara soekarnohatta,1
islam anti hoax,0
kata ideologi pancasila memang zina lgbt sesuai pancasila,0
fahri hamzah anak mh lukman ketua cc pki,1
hoax politik teladan elit,0
isis sebar aids jogja,1
kami menang gereja jakarta lebih besar istiqlal,1
sweeping etnis china singkawang kalimantan barat,1
banser nu dukung aksi 212,1
gula jawa kandung formalin,1
tokoh isis syaikh al arif datang masjid istiqlal,1
foto raja salman angkat tandu jenazah korban crane,1
kbr rebak teori konspirasi disinformasi covid,0
semboyan pesindo bekerdja bekerdja bekerdja semboyan pki,1
video detikdetik lahir 17 anak kembar,1
hari 2 kasir chandra karang nyata positive covid 19,1
setya novanto bebas covid19,1
foto mayat mamak palsu jokowi kagak terima bumi,1
death due to covid19 wrapped in a bag,1
mantap cara presiden vladimir putin sebar hewan buas warga keluar rumah,1
video donald trump wc lupa mati mic,1
mau mulai lockdown wilayah lockdown bal tanggal 25 maret 2020,1
pemkot depok batal acara olahraga depokaman,0
bentuk virus corona besar 2600x,1
virus corona mati suhu 2627 derajat saat kena sinar matahari,1
foto tim medis jepang jumlah 1000 tiba wuhan,1
ayo makan tikus bakar gaes,1
sah uud lgbt,1
dita indah sari anak dn aidit pki,1
atiqah hasiholan ancam perkosa ratna sarumpaet ngaku aniaya,1
ular tanduk,1
pesan beranta keripik jamur snack good kandung narkoba golong 1,1
baja akun aplikasi telegram lalu pulih kata kunci,1
betapa malang bangsa kelola bandit,1
benar menteri sus sedia 20 bus aksi 411 212,0
bukan love saudara salib,1
ariekuntung anak 4 tahun migrasi sendiri gurun suriah jordan,1
minat jadi anggota pki silah daftar diri,0
orang polisi israel cekik orang anak palestina mati hari sabtu lama demonstrasi duta amerika pindah yerusalem,1
anies baswedan nista agama boleh dapat remisi,0
sandiaga uno ijinkan fpi razia hari natal,1
nama gubernur bal catut seminar pesona wisata halal,1
ibu iriana kalung raja salman serah kpk,1
coca cola psi cola minum arak,1
audiensi masyrakat anti hoax kapolri,0
harga daging lebih murah singapura dki jakarta,0
meme tulis eiit sunat gak nyalon gubernur unggah akun facebook anies baswedan sandiaga uno,1
foto personil act tinggal,1
tugas pertama prabowo presiden jokowi bubar fpi basmi kadal gurun,1
foto tanah longsor jadi tol ungar semarang hingga tutup badan jalan,1
info nya orang kabur dr kontra nya link lebak indah desa lebak gede,1
bioskop palangka raya buka tengah sebar covid19,1
ampo senjata ranch market pondok indah,1
ex napi tahun 2005 jadi wagub,1
gratis layan netflix lama tiga bulan kerja rumah,1
corona mudah atas saya jadi presiden china cam,1
muncul pesan gejayancarirecehan atasnamakan bem ugm presiden bemkm ugm angkat bicara,1
sebut tuntut nasabah atas hilang dana rp 800 triliun bank mandiri beri bantah,1
lari guna jaket lebih cepat kurus,1
voucher gratis gopay rp500 ribu line,1
klarifikasi humas pemprov ntb kait kabar gurbenur zulkifliemansyah sebut ucap selamat prabowo sandi,0
foto panwaslu malaysia yaza azzahra pose jari sama rawan 02,1
hasil hitung luar negri luarbiasa,1
kita lihat siapa balik prabowo sandiaga uno,1
guru tk malaysia rekam aniaya murid tangkap,0
kemendagri pernah keluar edar surat bekal cpns tahun 2018,0
pertalite naik jadi rp8150liter,1
mall ciputra semarang adakan nikah masal gratis,1
donor sperma fakultas dokter universitas indonesia,1
polling perppu ormas gibran rakabuming,1
aksi damai tolak bangun gereja sekolah santa laurensia,1
jelas menko polhukam isu politik kini,1
foto pandang kota damaskus suriah,0
jembatan kaca cina jatuh hancur bawa bencana,1
polda sulsel sita 10 kg sabu kemas kopi cina,0
kelola bus po npm panggil polisi,0
jamur polisi tentara gadungan apa,0
gambar peta narasi hari jakarta semua zona merah hati 2 jangan keluar rumah kalau ngak perlu,1
pasien covid19 tinggal rumah sakit manaf kota jambi,1
foto ariel noah jadi rawan tenaga medis tengah pandemi virus corona covid19,1
jokowi positif corona,1
orang karangturibalak cawassudah tular virus corona,1
culi bayi bangil culik kabur pakai mobil elf warna hitam,1
video hancuur hancuuur natal pakai shalawat,1
habib ali al jufri hadir reuni 212,1
spanduk warga nahdliyin rindu khilafah milik nu,1
pernah presiden foto pakai cadar yang ada,1
akun instagram palsu menkes awan,1
anies pilih bina cabut kjp siswa demo,1
dandenpom tangerang aman mobil plat dinas yg dipake anggota banser aku anggota tni akan apel pacar nya,1
akibat main hp pom bensin sambiroto bakar sebab orang anak tinggal,1
hacker mulai masuk facebook bbm,1
muncul isu wali kota depok bakal periksa kait duga ijazah palsu polisi beri bantah,1
kayu gelondong impor china risi amunisi,1
ibu2 dagang siram air panas fpi,1
data resmi tni tunjuk menang prabowo pilpres 2019,1
nyata begini cara presiden ajar politik,1
tv rusak berita harga bbm turun 200 rupiah,1
pesan beranta culi bocah rekam kamera awas,1
melintir konteks video prabowo subianto ini produk asing,1
didik agama hapus,1
hatihati konsumsi beberapa bagi ayam,1
wali kota semarang bantah lurah masuk zona merah difteri daerah,0
panggil interview pt hokinda citralestari,1
harus pak fadli zon sadar,1
video jokowi bagibagi uang pelintir informasi,1
video serbu tenaga kerja asal china darat bandara haluoleo kendari,1
pemkot depok terap bijak jalan bayar ruas jalan margonda,1
informasi tarif tol jakartasurabaya edar media sosial media pesan media daring,1
mursal tinggal bunuh papar limbah minyak goreng,0
orang india dada hancur hp samsul mbleduk,0
the end of the legend kopi liong bulan,0
metrotv tenang dagang trotoar tanah abang portalislamid serang aniessandi berita hoax metro tv malu haji lulung,0
nyata kapolda riau negara tak tentara polisi ada,1
jokowi revolusi mental gagal kalau agama pisah politik,0
ktp laku bom kampung melayu,1
alfian tandjung tuduh nu kendal raya hut pki tanggal 23 mei 2015,0
akun twitter antasari azhar,1
klaim si jual roti sedekah aksi damai 212,1
jendral gatot nurmantyo milik akun media sosial,1
foto macet brebes,1
jokowi kabar siap pindah jadi warga negara singapura lengser,1
surat libur ajar jarak jauh hari idul fitri tanggal 18 mei sd1 juni 2020 dki jakarta,1
italia bisa kontrol virus ucap selamat tinggal dunia,1
masuk kota sukabumi milik surat terang polisi domisili,1
wuhan cina jadi virus corona rakyat berbondong2 mesjid indon rakyat larang mesjid,1
king of the king dony pedro milik rekening khusus rp 720 triliun bni,1
pesan beranta waspada culi anak,1
foto hasil buru singa iran serigala as,1
foto nyata china bangun senjata militer natuna senjata keri,1
foto musim dingin anakanak gaza palestina,1
stempel palu arit pt wanxiang,1
rektor umi bantah peryantaan edar medsos mimbar bebas jihad,1
info terima karyawan baru pt angkasa pura 2 lalu sms,1
pesan pangdam ix udayana cek gula darah jarum virus aids,1
klarifikasi sosdrjohnsimpsonforindonesia,0
klarifikasi rektor uin suska riau kait surat pecat ustaz abdul somad dosen,0
eramuslim berkas formulir c1 pks bima rampok,1
nyata prabowo ngaji,1
klarifikasi polri kpk kait kabar kabareskrim bongkar rekening gendut ketua kpk,0
tum partai demokrat sby nyata mundur koalisi indonesia adil makmur waktu dekat,1
kemarau panjang landa dunia tahun 20192022 akan turun dajjal,1
bukan bus calon jamaah haji asal indonesia alami celaka bakar wilayah asfan,0
tribun news tulis densus 88 aman barang bukti al quran geledah rumah driver ojol duga teroris medan,0
registrasi ulang nomor ponsel guna atas nama china,1
kayu manis vs kencing manis,1
seru balik layar potret presiden jokowi klender,1
pt transjakarta buka info lowong kerja,1
hti menang ptun,1
sultan ibn khalid ibn sultan alsaud temu polisi new york,1
rekruitmen pt angkasapura airport,1
aplikasi rupa whatsapp potensi disalahgunakan sebar berita palsu fitnah,0
suara adzan masih kumandang masjid sudah tutup inggris,1
covid19 murni sebab mati,1
video benar covid,1
sepi berita media today revolusi mulai juang tumbang rezim jokowi,1
video italia gema takbir aamiin,1
cuit gilir tweet sadpost sepi,1
rakyat italia buang duit jalan sudah guna akibat virus covid19,1
obat beli jokowi cina komunis sangat bahaya akibat mati,1
informasi buat sim kolektif tes maret 2020,1
surat umum lelang jabat menteri agama,1
baru nama aksi teroris biadab jadi wamena,1
universitas indonesia kait kelompok ikat keluarga besar universitas indonesia,1
kisah nyata arif anak usia 8 tahun narapidana cerdas bunuh preman kabur lapas banyak tiga kali,1
semua anggota bawaslu kpu plonga plongo,1
bupati nduga culik tni,1
surat nyata 20 orang lolos seleksi pt pertamina,1
usai pidato bangsa hasil survei prabowo sandi 678,1
ijazah sma presiden joko widodo palsu,1
tak kuat lihat mu injak injak anjing anjing komunis,1
pihak polisi kalsel aman sebar hoaks bunuh levie prisilia,0
kenal likuifaksi fenomena tanah gerak gempa palu,0
ada jemput paksa ulama bireuen polisi,0
warna liturgi khusus pekan suci tri hari suci,1
catet biar gak tercyduk,0
anggar renovasi kolam dprd dki jakarta usul orang percaya ahok ketua dprd dki jakarta fraksi pdip,0
sidoarjo tutup tanggul lumpur lapindo jebol,1
ambon landa tsunami,1
ampo rekam cctv jalan braga bandung,1
prof taruna ikrar ahok alami masalah otak,1
foto perempuan kena kaos tulis teman ahok pakai bra beberapa pria,1
foto rakyat papua demo tuntut merdeka,1
foto jalan papua,1
75 rb dgn angka nol yg kecil 75 persen sdh kuasa,1
dagang pasar mayestik tinggal covid19,1
artikel kentut bunuh nyamuk pria incar usaha pestisida,1
rekrutmen pegawai puskesmas wates,1
dahsyat fitnah corona takut elit global bangkit umat islam,1
akun instagram akulaku nama akulakucostumer1x24jam,1
corona virus bohong bukan virus dari bakteri semua tahu negara itali,1
terima sampel covid19 bbtklpp jakarta libur hari raya idul fitri,1
ganjar pranowo kata siapa nonton video porno batal orang sedang puasa,1
rumah pribadi jakarta utara jadi sembunyi tka ilegal,1
corona ganas 25 pasien bal wafat,1
sebut disinfeksi,1
daftar jajan makan kabupaten bantaeng jangkit virus hepatitis,1
foto sami abu dyak anak palestina tinggal dalam penjara,1
broadcast message of child abuse video,1
fenomena aneh langit gempa gencang banten,1
tuding tawar kerja retas situs kpu polri beri bantah,0
tulis sujud menang pak prabowo buat anies baswedan,1
era jokowi pki mulai exist,1
smk boleh buka jurus komputer jaring,0
salah velodrome awas klaim prestasi ahokjarot,1
polri laku ubah pelat kendara motor jadi warna warni,0
meet rebecca dia bunuh tugas medis wanita razzan meet rebecca she is the one who killed female medic officer razzan,1
mana suara juang anti diskriminasi indonesia,1
kak seto marah film naura,0
gereja indonesia bandung dukung zionis yahudi,0
binatang langka sangat bahaya dapat bunuh 4 jam,1
bayern munchen buka masjid baru usul franck ribery stadion allianz,0
polres tolikara pasti bakar kantor kpu tolikara hoax,1
bra isi cair sebab kanker payudara,1
pki latih pegang senjata fpi kpan,0
foto letus gunung agung,1
ada organisasi asosiasi usaha indonesia taiwan,0
akun facebook satlantas surakarta pasang logo palu arit,1
tulis renung pagi ahok,1
laku jarah mini market luar batang jaring jakarta utara bukan serta aksi 411,1
kecil otak anakanak radiasi handphone,1
surat edar minta data siswa prestasi tahun ajar 20192020,1
akun facebook sekda samarinda sugeng chairuddin,1
akun youtube dr seto mulyadi spsi milik kak seto,1
ini bentuk corona hasil foto besar ilmuwan india,1
kapal rute banda aceh sabang stop virus corona,1
video sindir pedas sultan brunei darusalam presiden jokowi,1
klarifikasi pihak keraton yogyakarta kait isu pasang pohon natal masjid gedhe kaum yogyakarta,0
wamenag reuni 212 potensi timbul dosa,1
al quran alkitab kuno temu dasar laut jadi karang tetap utuh,1
kemenag korupsi beda cari rezeki tentang syariat,1
modus bunuh rekam suara tangis bayi buka semua keran air,1
pandang payudara 10 menit tiap hari panjang umur pria 5 tahun,1
jadwal madam listrik utk wilayah bintara pondok kopi,1
barack obama wakil negara amerika serikat nyata menang prabowosandi,1
3 anak tinggal korban cokelat mermaid rsud kapal badung bal,1
apa sih citacita metro tv,0
rumah bakar kog malah suruh jarah,1
atur ganjil genap laku sepeda motor per tanggal 1 agustus 2018,1
ada klaim anies kena rancang lapang banteng 0,0
lowong kerja krew pandu wahana snowbay tmii,1
aksi pakai kaus 2019gantipresiden cfd jakarta 29 april,1
kemenristekdikti lurus wacana dosen impor,0
supporter sepakbola baya bonek amuk pusat belanja giant maspion square suarabaya,1
video motor bakar fb tulis efek operasi zebra iwan bekuk,0
ridwan kamil tolak foto taman teras cikapundung klaim kerja ahok djarot,1
foto jembatan cisomang jalan tol purbaleunyi jalan tol purbaleunyi geser,0
gempa myanmar balas doa muslim rohingnya,1
kampanye ahok ciganjur jakarta selatan tak gubris,0
bangkrut jokowi lirik uang zakat baznaz buat pakai,1
ketidakjujuran presiden jokowi perihal silsilah keluarga,0
sajadah guna alas tari,1
foto warga suriah korban bombardir perancis,1
habib rizieq hilang arab,1
biar pribumi kerja,1
pesan beranta adidas ikan masker,1
pakai pasta gigi mutih pakai gula cuka deteksi hamil,1
selebaran giat budaya gawai dayak juli 2020,1
video raja thailand istri bersholawat corona hilang dunia negeri,1
desain helm covid19 kompetisi nfl,1
nyata ekstrim menteri sehat letjen tni dr awan agus putranto sp rad,1
video anak kucing injak kajadian slangor malaysia,1
puisi tahun 1919 soal pandemi karya kathleen omara,1
video hujan escianjur katany,1
anak milik pempek ny kamto rampok jl palagan perum monjali,1
video of lockdown in spain,1
kubur massal buat korban viruscorona italia,1
kkn jokowi ugm,1
vaksin sebab autis,1
dog saved infant koala in the fires,1
video keras anak viralkan biar tangkap,1
jelas kait fotofoto klaim laku kejam perintah china kamp konsentrasi muslim uighur,1
video siksa anak mahendra mar,1
sriwijaya air group bantah setop operasi,0
khanzarof hasil cloning dokter hewan amerika rusia asal campur kambing babi,1
dahnil ajak dukung prabowo mudik lebaran guna kuda,1
cakap yunarto wijaya aman suara pilpres,1
pesan jusuf kalla,1
video modus bius cewek salah satu wc umum mall jakarta,1
program cetak alquran henti mantan menag menang,1
tular difteri bumbu cabai kering kena air seni tikus,1
balada kaleng krupuk 2 minggu tdk laku,1
meme foto sandiaga uno hasil sunting,1
wajah hacker usak server kpud jabar,1
klarifikasi pihak polisi kait isu begal pesing jakarta barat,0
gak salah ajar toleransi negeri jerman,1
menkominfo rudiantara paksa intelijen china bocor minimal 70 juta data kk nik sesuai,1
polisi mesuji tangkap basah tengah laku pungli,1
bangun infrastruktur bangga presiden ri joko widodo papua lama nyata jadi kedok,0
11 langkah verifikasi sumber berita internet,0
seru jihad mengatasnamakan eep saefulloh fatah,1
shah rukh khan tinggal dunia,1
isu retas sub domain divisi humas polri ri,1
pt jual china,1
rthrptra kalijodo milik pt sinarmas land,1
jangan percaya posting palsu provokatif medsos,0
indomaret beri 5000 voucher gratis nila rp 2000000,1
tanak nasi bawang putih manfaat sehat,1
tulis aa gym juang tahan diri rumah aja hianati,1
video terbang italia ethiopia semua tumpang nyata positif,1
klarifikasi mentari international school berita infeksi covid19,0
informasi jict capt kapal cma cgm virgina kena corona,1
makassar rawat 1 pasien suspect corona virus,1
banjirjakarta4niesdimana bmw hanyut ikut sunatullah,1
1950s photobomb,1
pemkot jambi bantah libur siswa giat ajar sekolah 17 september 2019,1
mantan presiden ri 3 nobat milik iq tinggi panjang sejarah manusia disiasiakan bangsa indonesia,1
kondisi masjid serang polisi brimob ini,1
suasana sholat jenazah korban teroris new zealand,1
imigran china jakarta pulang anies baswedan negara asal,1
mereka muslim ughur islam,1
ratus kerja pertamina ru ii dumai tolak akuisisi pertagas,0
pipa gas bawah laut air bojonegara banten milik pgn,1
cawagub jateng taj yasin minta sumbang pesta rakyat menang pasang ganjaryasin,1
calon gubernur sulsel nurdin abdullah derita kanker leher,1
ecek benar klaim yusril soal 500 gereja tutup london,0
tanam mental paranoid lalu berita hoax,0
final indonesia idol nowela auparay siap maju drp ri dapil papua barat,1
bangun mall agung podomoro tuduh dalang bakar pasar aur kuning bukit tinggi,1
putar jakarta news alumni 212 gelar tahun aksi 411 masjid al azhar,0
mantan tukang pos milik 1300 anak haram,1
ada mau nyinyirin pendeta poligami,0
pki ketangkep sore tadi mampus,0
cetak uang baru aku dunia internasional,0
gajah mada agama islam,1
ahok terima briefing acara debat final pilkada metrotv,1
pandu sosial media sehat,0
uang pecah rp 200 ribu resmi luncur,1
mal taman anggrek jual 17 triliun dalam beberapa hari jual,1
warga amerika minta jokowi jadi pimpin,1
foto warung makan babi guling,1
telkomsel sebut denny siregar monyet,1
rektor iain surakarta umum terima beasiswa lalu sms,1
dasar jokodok tukang tipu goblok nya ebong tetap percaya,1
guna masker panjang akibat hipoksia,1
ellen degeneres distributes help for corona virus on facebook,1
jangan kecoh erick thohir kira pribumi muslim foto ibu ediba tan mei hwa kakak ibu william soerjadjaja,1
italy announces its surrender,1
video dr cheng sembuh covid19 cukup vitamin c,1
foto presiden joko widodo depan jenazah,1
raja arab saudi tetap hrs turun rasulullah saw ke38,1
polisi sebar poster dpo novel bamukmin,1
prof tokuda terseyum lihat data curang kpu,1
sopir ambulance gerindra rangkap dagang warung jarah,1
pemprov dki habis 14 miliar bus mudik gratis,1
ada aksi sweeping ormas forum betawi rempug,1
ellen degeneres bagibagi hadiah valentine facebook,1
tangkap layar cuit satu bohong sandiuno,1
misbakhun bantah fasilitas rscc adakan konferensi pers kait blokir rekening bank milik ruben ps marey,0
cara selamat diri ada dalam lift apabila lift terjun tak kendali,1
duga teroris is tangkap sleman yogyakarta bukan latih judo ugm,0
guru bekas pecat lewat pesan grup whatsapp garagara beda pilih pilkada jabar,0
tinggal guna handphone di cas,1
dr gupta kata ada harus mati kanker keluar ceroboh,1
klarifikasi bppt kait isu potensi tsunami 57 meter pandeglang,0
ariekuntung ingat jadi jadi sejak tahun 2014,1
warga cina tanam benih cabai kandung bakteri bahaya bogor,0
media sosial jadi sarana favorit sebar hoax,0
tni kawal uztaz bachtiar nasir ketua fpi,1
jusuf kalla minta jangan beri bunga anies sandi,1
video pria baring azan kh hasyim muzadi,0
sylviana sambang habib rizieq markas fpi,0
ciriciri anak dominan otak kanan,0
bagibagi toyota sienta gratis,1
video ekonomi ri makin merosot hancur jokowi angkat tangan serah minta prabowo selamat nkri,1
kapal tenggelam air makassar 13 orang tewas,1
foto kubur masal ulama santri 1948 pki muso,1
5g chipnya ganti,1
foto fbi tangkap bill gates terorisme biologis,1
