Judul,Label
akan ada penyemprotan racun untuk virus corona dari malaysia dan singapore melalui udara,1
Ditemukan Virus Machupo Dalam Paracetamol,1
Mengapa Canada menolak menghilangkan babi dari menu makanan sekolah?,1
KPAI: Siswa yang Meninggal Bukan Mau ataupun Pulang Aksi di DPR,1
Draf Revisi UU Ketenagakerjaan Hapus Cuti Haid,1
Hewan Yang Ditemukan Di Kuburan Ini Punya Suara Jeritan Mengerikan,1
Pengarang Jokowi Undercover semasa mudanya berteman dengan Jokowi,1
PDIP Menerima Kunjungan PKI China,1
Meme JOKOWI SUDAH SAH BUKAN PRESIDEN INDONESIA DAN HARUS TURUN SEKARANG JUGA,1
@RatnaSpaet: Masih mau 2 Periode?,1
Akun Twitter @LawanPolitikJKW adalah Milik Ferdinand Hutahean,1
Sri Mulyani Lelang Miras Solusi Defisit Anggaran,1
: Seorang Ibu-Ibu Meninggal Akibat Terperosok di Setu Babakan Jagakarsa Jakarta Selatan,1
Video Erupsi Gunung Sinabung | Video of Mount Sinabung Eruption,1
Kejadian Tadi Siang Jam 13:00 di Embong Malang Sby,1
MITRA OJEK ONLINE DISERANG HOAKS RACUNI PESANAN MAKANAN KONSUMEN,0
"Hoaks Pil Mandul, Biang Keladi Perang Antaragama di Sri Lanka",0
Pembunuhan Muadzin Oleh PKI di Majalengka Jawa Barat,1
Tol Soreang - Pasirkoja Gratis,1
Rina Nose: Hidup Cuman Modal Amplop Gak Usah Sombong,1
HIV Dalam Makanan Kaleng dan Wabah Pengerasan Otak & Sumsum Tulang Belakang,1
Video Wawancara Ribka Tjiptaning Yang Sudah Disunting,0
Pemaknaan UUD1945 Pasal 30 Sebagai Dasar Hukum Warga Negara Andil dalam Keamanan Negara,0
Anak Durhaka Berubah Menjadi Ikan,1
Video Bukti GMBI Menganiaya Anggota FPI,1
Kominfo Memblokir Situs Cekktp,0
Jokowi dituduh memasukkan ribuan tenaga kerja asing ke Indonesia via sebuah proyek PLTU,1
Foto Habib Rizieq Ditangkap Warga,1
Alat Pendeteksi Tsunami Merupakan Tanda Adanya Gunung Api di Bawah Laut,1
Surat Seleksi Sekolah Prioritas Kemendikbud,1
Heboh! Pernyataan Dokter Indonesia Soal Covid,1
Registrasi Ambil Dana Bantuan Anda Covid-19,1
Lowongan Sukarelawan Covid-19 RSUD Dr. Soetomo Surabaya,1
Sitkom Bajaj Bajuri Prediksi Corona 17 Tahun Lalu,1
Masuk Tanpa Paspor dan Visa adalah Modus Pemerintahan Jokowi Membuat TKA China Menjadi WNI,1
Picture of Stay home in India,1
Foto Italia. Tidak ada lagi ruang yang tersedia di rumah sakit. #CoronavirusLockdown,1
Hasil Pemeriksaan Presiden Jokowi Positif Virus Corona,1
"#BALOOT arena Perjudian di Arab Saudi, Pertama kali dibuka dan diresmikan",1
minyak goreng ASRI produksi LEONG HUP terbuat dari minyak babi,1
Virus Corona Sudah Sampai di Shah Alam Selangor,1
Anies Baswedan Dinobatkan Sebagai Gubernur Terbaik di Dunia,1
"Jokowi Nilai Positif Jabatan Presiden Diusulkan Tiga Periode, Sangat Bagus",1
Pelajar Sekolah Meninggal Ketika Sedang Bermain Game Online,1
BEM FEB UI: Mahasiswa Dalam Foto Tidak Merusak Fasilitas Umum,1
Presiden ke-3 RI Baharuddin Jusuf  Habibie Meninggal Dunia,1
Pihak SMPN 30 Jakarta Memberikan Klarifikasi Atas Isu Gurunya Tidak Mau Pasang Foto Presiden dan Wakil Presiden,1
Terakhir yang diketahui adalah terhadap Sam Lokon anggota KNPB,1
JOKOWI JADI ORANG TERKAYA NOMOR 18 DI ASIA,1
Percobaan Pembunuhan Terhadap Habib Alwi Abdurahman Assegaf,1
Cut Pat Kai telah lahir,1
VIRAL PENDAKI YANG MENINGGAL DI GUNUNG BAWAKARAENG,1
Klarifikasi Dinas Bina Marga DKI Jakarta Terkait Anggaran Rp56 Miliar Untuk Bangun 3 JPO,0
: Polisi Merazia Spanduk Bertuliskan #2019 Ganti Presiden di Sumatera Utara,1
"Hoax crisis centres will be launched to counter falsehoods ahead of Indonesian elections, says founder of anti-hoax network",0
Ustadz di Aceh Tenggara Diserang Seorang Pria Usai Salat Zuhur,0
Share 79 Emoticon Baterai ke 4 Grup untuk Mengisi Penuh Baterai HP Anda,1
LOWONGAN MAGANG DI PANTI SOSIAL BINA REMAJA TARUNA JAYA,1
": Permen Narkoba beredar di Panton Labu, Aceh Utara",1
Propaganda: Senjata Paling Ampuh dalam Perang,0
Ahok Bersalaman dengan Raja Salman adalah Editan,0
TNI Bergerak ke Megamendung untuk Menghadang Polisi dan Lindungi Habib Rizieq,1
AHOK & DJAROT TERLIBAT PERSELISIHAN,1
Ormas Pemuda Pancasila Siap Membantu Jika Ada Oknum Yang Mencelakai FPI,0
Bagaimana Ahok dan Djarot memindahkan pohon dalam rangka pembangunan Semanggi,1
Freeport Tidak Membuang Limbah Beracun,1
MPR Usulkan Masa Jabatan Presiden menjadi 8 Tahun dan Jokowi Pimpin Indonesia sampai 2027,1
"Pesan Berantai Penelitian Online Mahasiswi Ilmu Psikologi Kesehatan, Fakultas Kedokteran Universitas Brawijaya",1
"Pemprov DKI Tunaikan Janji Bansos, Netizen Tagih Janji Ganjar Bagi Sembako di DKI",1
Polisi Benarkan Ada Upaya dari FPI dalam Penyebar Kaos & Atribut PKI,1
Bungkus Nasi dengan Foto Jokowi dan Bertuliskan Nasi Kodok,1
Gubernur SUMUT instruksikan Seluruh MASJID buka pintu selapang lapangnya untuk orang ibadah,1
Hati2 Alat Ini Sdh Di Setting Suhu 36-37degC Olh Komunis Cina Utk Mmbunuh Para Ulama2 Kita,1
Video Donald Trump di ruqyah sebab sudah stress menghadapi Covid 19,1
Pak Jokowi Yang Nyuruh Orang Tidak Sholat Jumat,1
Ashraf Sinclair meninggal kemungkinan karena GERD yang menekan jantung hingga tidak berfungsi,1
"Bintang sepakbola dunia menutup sebelah matanya sebagai dukungan atas penembakan pada wartawan foto Palestina, Muath Amarneh",1
Parlemen Denmark Menyetujui Penggunaan Cadar,1
"Prabowo: Saya Terima Jabatan Menteri Pertahan, Dengan Syarat Pemerintah Pulangkan HRS",1
Amanat TAP MPR RI NO. 6 Tahun 2000 Presiden Tak Dipercaya Rakyat Wajib Mundur,1
Selebaran DPO Provokator Kerusuhan Veronica Koman oleh Polda Metro Jaya,1
Cuci Bersih Kurma Karena Mengandung Virus Corona yang Berasal dari Kelelawar,1
Peresmian Patung Yesus Memberkati oleh Jokowi,1
Video Prabowo Subianto nabok tangan pendukungnya sendiri,1
Ustadz Yusuf Mansur Katakan Sebutan Kafir Adalah Sebuah Hinaan dan Bisa Dipidanakan!!,1
Menko Luhut Cium Kaki Prabowo jika Terpilih Jadi Presiden,1
Tulisan KH Bisri Musthofa DIBALIK.. KIKIR DAN PELITNYA PEMERINTAH SAUDI ARABIA TERHADAP PEMERINTAH INDONESIA,1
GUNUNG GONGGANG DI SAGARANTEN SUKABUMI DIKABARKAN AKAN MELETUS,0
Polresta Samarinda Adakan Acara Nikah Massal Gratis,1
USTAD DI BEKASI DISERANG OKNUM YANG MENGGUNAKAN ATRIBUT PKI,1
Tanda yang Dikira Teror Itu Ternyata untuk Kegiatan Pramuka,0
Akibat Kecanduan Main Game di HP Ini Lah Akibatx,0
"Hina Panglima TNI dan Jokowi di Medsos, Dokter di Sumbar Ditangkap",0
Hati-hati Dengan Grab Avanza B 6217 UWH,1
: Motif Pembacokan Hermansyah Karena Kasus Chat Rizieq Shihab,0
"Bocoran Nama-Nama Penerima Gratifikasi Proyek eKTP, Terdapat Nama Ahok",1
Penculik Anak dengan Mukena Pink dan Pura-pura Gila,1
Meninggalnya Husni Kamil Manik Dikaitkan dengan Kecurangan di Pilpres 2014,1
Pengungsi Syria Dilempari Koin oleh Suporter Klub Sepakbola PSV Eindhoven di Spanyol,0
Bir Berbahasa Arab di Jakarta,1
Foto Lelaki Menginjak Merah Putih,1
Tegur dong satpam rumah sakit masang bendera terbalik,1
Dakta 107 FM: Klaim Obat Corona Hadi Pranoto,0
"99, 9% Tingkat Kesembuhan Covid dan vaksin dengan tingkat efek merugikan 80%",1
"Datangi Polresta Bogor, Presiden Jokowi Urus Sendiri Perpanjangan SIM",1
Gambar Jokowi INGAT YA !!! CIRI ORANG MUNAFIK ADA 3...,1
Rekrutmen PLN Group Tingkat SMA/SMK Tahun 2020,1
Foto Lagi lagi corona tka cina makasih banyak yang datang ke Indonesia trs bawa amunisi,1
Jokowi: Virus corona minum bodrex 5 menit langsung sembuh,1
"Kangkung Mematikan, Pemuda di Solo Meninggal Karena Lintah dalam Kangkung",1
Kasatlantas Polres Bandara Soekarno-Hatta Beri Bantahan Terkait Kabar Wanita Terjepit Bus Damri,1
Video Doa dari anak tak berdosa Turkistan Timur .,1
Cacing Berkembang di Mata Karena Mengucek Setelah Memegang Kucing/Anjing,1
Case in Muazam Pahang,1
"Video yang harus ditonton, situasi sebenarnya terkait cedera Andre Gomes",1
Viking Persib Club Menegaskan Tidak Terlibat Aksi Demo Reformasi Dikorupsi,1
Chip RFID 666 Antikristus,1
Bos Mayapada Jadi Pembina Brimob dan TNI,1
Maklumat Masyayikh Ponpes Lirboyo Dukung Prabowo - Sandi,1
Menari diatas penderitaan rakyat,1
Pernyataan Pihak Kepolisian Terkait Acara Peringatan 4 tahunan Jemaah Khilafatul Muslimin yang akan Diadakan di Masjid Akbar Kemayoran,0
"Terjadi Penculikan Anak di Belga Tulungagung, Jawa Timur",1
KNPI Sumut Bantah Terima Mobil Bekas DPRD Sumut,0
Menpora Halalkan Judi Bola,1
: Viral Foto Bomber Gereja di Surabaya Masih Hidup,1
Nilai Tukar Rupiah terhadap Dolar pernah Rp. 20 Ribu karena Ulah Kredit Alutsista,1
PKI DAN CINA SDH SIAP MERAMPAS INDONESIA.,1
Dana Santunan Haji Korban Kecelakaan Mekkah 2015 Ditahan oleh Kemenlu,0
AOCT,1
"Tangkapan Layar dari Video Metro TV Yang Berjudul 300 Juta Orang Hadiri Kampanye Ahok-Djarot Di Gue 2, Dimeriahkan Band Slank & Iwan Fals",1
Turis Asing Berkostum Loreng,1
WNA Pendiri Organisasi Masyarakat FBI,0
"PM Cina Peringatkan Indonesia, Jika Tragedi 98 Terulang, Cina akan Kirim Pasukan ke Indonesia",1
Aparat Dukcapil Bingung Rusun Kapuk Muara Mayoritas Diisi Pendatang Tionghoa dan Bermobil Mewah,1
Prof. Arysio Santos Nyatakan Lokasi Atlantis Terletak di Indonesia,1
Tangkapan Layar Detiknews MENHAN Prabowo Subianto demi stabilitas terhadap pertahanan negara memperingkatkan Gatot Nurmantyo dan KAMI agar tidak bikin kisru di NKRI,1
Foto Jokowi Siap Memimpin 3 Periode,1
Istilah Kadrun Berasal dari PKI,1
"Ruang Perawatan Covid di Riau Penuh, Warga Wajib di Rumah Selama Dua Minggu",1
Video TNI sdah mlai turun mnjaga ruslan buton,1
Dwayne Johnson The Rock Bagikan Uang Bantuan Corona Kepada 10.000 Pengguna Facebook,1
Arab Saudi mulai tadi malam buka lockdown,1
"SBY Siap Kembalikan Dana Bank Century Rp6,7 Triliun untuk Bantu Covid-19",1
"Mengonsumsi Pisang Dalam Sehari, Membuat Virus Corona Pergi",1
Corona virus sudah ada di RS. Bhayangkara Indramayu,1
Di Rusia Juga Ada Yang Bersholawat,1
shameful acts of the extremist Hindus with the students #IndiaBloodyTerrorist,1
Pesilat Pagar Nusa Purbalingga meninggal karena atraksi pemecahan batu bata di atas kepala menggunakan palu,1
Penjelasan Menteri Agama Terkait Kabar Mina Banjir dan Tidak Kondusif,1
China Airlines sudah beroperasi ke Makassar,1
"Dianggap Lecehkan Guru, Iklan Hago Diprotes",0
udeh kronis amat ame 2JARI,1
Dahnil Anzar Dilarang Paspampres Masuk ke Ruangan Muktamar ke-XVII Pemuda Muhammadiyah di UMY Bantul,1
Kominfo Tebar Hoax Bahwa Foto FPI Bantu Gempa Palu Adalah Hoax,1
Lelang Mobil Mengatasnamakan Ditjen Bea dan Cukai,1
Polda Nusa Tenggara Barat Mengklarifkasi Bahwa Tidak Ada Kejadian Perkosaan Turis Perancis di Gili Trawangan Lombok,0
Ternyata Mbak Dita Ini Mantan Kristen Menjadi Mualaf,1
Guru Penyebar Hoax Soal Megawati Minta Adzan Ditiadakan Ditangkap,0
: Membedah Tulisan Alfian Tanjung yang Berjudul Manuver PKI Membelit Istana,0
Telkomsel Memiliki Bukti Percakapan Whatsapp Habib Rizieq dengan Firza Husein,0
Menyebarkan Hoax Merupakan Tindakan Melanggar Hukum,0
BIN Tetapkan Jakarta Zona Hitam,1
"Takut Dibunuh, Ahli Virus China Kabur ke AS: Saya Bersaksi Covid-19 Hasil Persekongkolan Jahat",1
FPI & BANSER Geruduk Kantor PDIP. Jgn Di Atur Oleh Partai PKI Komunis,1
Picture of March to End COVID-19 in Cleveland today #EndCOVID,1
"Di tanya soal virus corona korlap FPI: hanya imam besar kami yg punya penangkal virus corona,karna imam besar kami cucu nabi",1
Mayat orang Cina bergelimpangan di jalan kota Wuhan,1
Jus Daun Pepaya Mentah Obat DBD,1
Megawati Minta Jokowi Segera Cari Pengganti KH Maruf Amin,1
KPK Beri Klarifikasi Atas Isu Tunggangi Demonstrasi Mahasiswa,1
Jokowi di Mata Internasional dijuluki Tangan Berdarah,1
Fakta Sesungguhnya terkait Video Deklarasi Keluarga Ibu Kandung Prabowo di Minahasa Mendukung Jokowi dalam Pilpres 2019,0
PSI Buat dan Pasang Spanduk yang Bertuliskan Hargai Hak - Hak LGBT,1
Kabareskrim Usut Situs Palsu Catut Namanya,0
"BAYI MENINGGAL KARENA LAHIR TANPA BIDAN, KAPUSKESMAS KADING BONE BERI KLARIFIKASI",0
Ustaz Fadlan Garamatan Tidak Maju Sebagai Caleg Dari PDIP,0
"KONDISI WILAYAHNYA DISEBUT TIDAK AMAN, BUPATI NDUGA PAPUA BERI KLARIFIKASI",0
Kapolres Gresik Tak Pernah Minta THR Kepada Masyarakat dan Perusahaan di Gresik,0
"Ketik #Aktif di Facebook Kembalikan Foto Profil yang Hilang, Hoaks atau Fakta?",0
Megawati Soekarnoputri Usul ke Pemerintah Supaya Semua Pesantren di Tutup,1
Narasi Jatim bebas nimbun limbah B3 Hasil Suntingan,1
LOWONGAN DRIVER UNTUK ASIAN GAMES 2018,1
"SIMALAKAMA JOKOWI, ANUT MAZHAB WASHINGTON CONSENSUS, SRI MULYANI GUNAKAN TAX AMNESTI UNTUK KERUK UANG PAJAK",0
Mafindo Kampanyekan Lawan Hoax di Depok Bersama Kepolisian,0
Penjual Air Kesehatan Sebar Hoax Pemanis Buatan,1
e-Tilang berbasis CCTV di Probolinggo,1
SAPI MENANGIS PELUK PEMIKNYA SEBELUM DISEMBELIH,0
Seorang Pria di Inggris Melakukan Penghacuran Kaca Masjid Lalu Tertabrak Mobil,1
"Kerusuhan di Puncak, Bogor",1
Begal Pocong 2017,1
: Beredar Nama-Nama Pengurus Saracen di Media Sosial,1
Cara Melaporkan Situs dan Konten yang Tidak Pantas ke Google,0
Kawal Surat Al-Hujurat 6: Melawan Hoax,0
Isu Indonesia Dibanjiri Jutaan Tenaga Kerja Asing Asal China,1
Anak Cina di Uang Pecahan Rp75.000 Niat Cinanisasi NKRI,1
"Air Kelapa Muda, Jeruk Nipis, dan Garam Obat Covid-19",1
Akun Facebook PALSU Gubernur Jatim Khofifah Indar Parawansa,1
Foto Dukungan Terhadap Jokowi Jadi Presiden RI Seumur Hidup,1
Manager Giant Pal 6 Banjarmasin Meninggal Kena Covid-19,1
Perawat Royal td suaminya jg wafat barusan,1
Senin 27 April 2020 Sumatera Barat Lockdown,1
Kepanikan luar biasa orang2 china akibat #VirusCorona,1
Princess Qajar Simbol Kecantikan di Persia Sampai 13 Pria Muda Bunuh Diri Karena Ditolak Cintanya,1
Foto 70 pesawat angkut disewa untuk antar peserta reuni 212,1
this baby ate the mothers bowel,1
Child Abuse Video by Mahendra Kumar,1
Ketiga Anak Kapolri Tiggal Di Singapur Dan Hidup Bermewah-mewahan,1
Hewan Peliharaan Dajjal,1
"Ketua MUI Sumbar, Rektor Universitas Andalas dan Rektor UIN Imam Bonjol, Masuk Jadi Tim Sukses Jokowi",1
Apapun Kelucuan yang Dibuat Rezim Ini Tetap Pokus Dengan 2019gantipresiden,1
Pesan Berantai Warga Madiun Siap Jadi Pengantin Bom,1
"Kader PDI Perjuangan, Eva Kusuma Sundari dan Rieke Dyah Pitaloka Terkait PKI",1
Klarifikasi Polri Tentang Larangan Penggunaan GPS Saat Mengemudi,0
Ini Penyebab Paspampres Cegah Anies Baswedan Dampingi Jokowi Serahkan Piala Presiden 2018,1
"Rieke : Memang saya PKI, ada yang salah?",0
"WAKIL PRESIDEN KE-6 RI, TRY SUTRISNO MENINGGAL",1
Sekte Kristen Meniru Islam,0
Ratusan Rumah Hanyut di Mangkang Semarang,1
PERJUANGAN SITUS KEBENCIAN MENGEMAS OMONG KOSONG,0
"Apabila ada salah satu yg DITERUSKAN, maka bisa dipastikan Nomor anda telah disadap!!!",1
Ini Penyebab Upaya Mengatasi Hoax akan Jadi Sia-sia,0
Kenaikan Penerimaan Negara Bukan Pajak,1
Pegawai PLN Meninggal Tersengat Listrik dari Telepon Genggam Miliknya Yang Sedang Mengisi Baterai,1
Video RAHASIA ISTANA TERBONGKAR JOKOW1 TERTUNDUK,1
Surat Edaran Penolakan Rapid Test Majelis Ulama Indonesia,1
"Sempat Sebut Hoaks, Pasar Jaya Akui Ada Pedagang Pasar Mayestik Positif",0
Seluruh Karyawan Pabrik ESEMKA Terkena Corona Dan Pabrik Diliburkan,1
Cita-cita kalian sudah saya wujudkan yakni menjadikan Indonesia Negara Komunis terbesar di dunia,1
Video GEDUNG PUTIH DIGERUDUK PENDEMO,1
2.800 Orang Napi dibebaskan Dari LP Pledang Pondok Rajeg Bogor,1
Bill Gates akan meluncurkan kapsul implan manusia untuk melawan Virus Corona,1
Warga Jakarta Saling Memberikan Semangat di Balkon Apartemen,1
LIPI Ungkap Teori Virus Corona Covid-19 Bukan Senjata Biologi,0
mulai marak kembali penculikan anak,1
"Darurat Corona, WHO Serukan Dunia Isolasi Cina",1
Foto Chaiyut Kaewplang,1
Lutfi Alfiandi ditangkap karena melecehkan bendera,1
MK sudah mulai insyaf dan mengakui kesalahannya. Insyaallah Prabowo-Sandi akan dilantik bulan Oktober 2019 nanti,1
Pelintiran Premis Garis Lurus Beijing - Kalimantan Timur,1
Yoris Raweyai Bantah Terkait Tuntutan Pembubaran Banser,1
Kementerian agama diganti namanya menjadi kementerian Urusan Haji Zakat dan Wakaf,1
"Harun, Remaja yang Dianiaya Depan Masjid Al Huda Dikabarkan Mati Syahid",1
AHOK AKAN BELAJAR KEBIJAKAN PUBLIK KENNEDY CENTER ATAU JOHN F.KENNEDY SCHOOL OF GOVERNMENT DI HARVARD UNIVERSITY,1
Poster Undangan Diskusi Peran dan Korupsi Tuan Guru Bajang & Divestasi Tambang Emas di Mataram,1
Judul berita lelaki babak belur gara gara teriak Jokowi 2 periode di Detik,1
Metodologi Perang Informasi,0
Mereka Tak Pernah Bosan-bosan Untuk Terus Membuat Berita Dusta Seperti Ini,1
Pengibaran Bendera Israel dalam Acara di Jayapura,0
Penyakit Makula,1
TNI Mengklarifikasi Bahwa Kapal Motor Cepat  Komando AD-1605 Tenggelam Bukan Karena Kelebihan Muatan,0
Dari Jusuf Kalla: PERJUANGAN MORAL JOKOWI,0
Sri Lanka Blokir Facebook dan Whatsapp Buntut Kerusuhan Antaragama,0
"Jangankan Anies yang di Acuhkan, Bahkan Seorang Raja di Tanah Jawa Pun Juga Merasakan Hal yang Sama",0
VIDEO TIKUS SEDANG MANDI LAYAKNYA MANUSIA,0
Pesan Tersembunyi di Google Translate,1
POLITIK LUAR NEGERI JOKOWI DI ASEAN HANYA UNTUK MENCARI INVESTASI DAN UTANG,1
"Breaking News, yg punya anak di Yogya silahkan diforward!",1
Viral Video Sekawanan Monyet di Arab Saudi Pertanda Ada Bencana Alam Besar,1
BPJS Tak Tanggung Biaya Pengobatan 8 Penyakit Katastropik,1
Pilot Garuda Berkata Rasis saat Petugas Bea Cukai Periksa Kabin Pesawat,1
"Mobil Pemuda yang Berkelahi dengan Lettu TNI AL, Terbakar",1
Ulama Bermain Video Mesum,1
Mobil Bagian Belakang Ditempel Orang Jahat Sticker Palu Arit Logo Komunis,0
Frans Parullah Masih Hidup,1
: Bayi Nabila Meninggal Karena Kabut Asap di Jambi,1
Video Shalat Subuh Berjamaah Semenjak Hagia Sophia Dibuka,1
Some Negative Impacts of Using a Mask,1
"Video Didemo rakyat, KETUA WAKIL RAKYAT DAN EMAKNYA ngga berani mongol malah GOYANG CORONA",1
habis apel ganyang PKI ga perduli kovid2an yang penting dapur ngebul,1
PHK Besar-Besaran BCA Segera Terjadi,1
Razia Besar-besaran Karena Kerabat Begal Akan Balas Dendam,1
"Dampak PSBB, Pegawai PELNI Dibegal di Jakarta Utara",1
Bansos PSBB Covid-19 dari Pemda DKI Jakarta Paket sembako senilai 350rb + uang tunai 150rb = 500rb rupiah,1
Foto Terakhir Dokter Hadio Berdiri Di Depan Pagar Temui Anak Sebelum Meninggal Karena Covid-19,1
"Gara-Gara Virus Corona, TKA China Digaji 200 Juta Per Tahun",1
Setelah tahu orang-orang Uyghur tidak tertular corona orang-orang di china berebut mendapatkan Alquran,1
"UYM: Sholat Dimonas Itu Dosa, Karena Dianggap Riya, Semoga Para Alumni 212 Segera Bertobat",1
@TokopediaCare mulai pakai bahasa arab,1
Alergi setelah digigit tomcat/sejenis seranga,1
Ciptakan Hujan Dengan Air Garam Di Baskom,1
Sudah Tidak Ada Lagi Dendeng Babi di Aceh Besar,1
Akhirnya Thoriq Ditemukan dengan Selamat,1
Cokelat Mermaid Memakan Korban,0
Tidak ada hadiah sepeda buat mu nak,1
masa lewat got sampai nyungsep segitunya,1
Klarifikasi Kepolisian Terkait Aturan Kendaraan Bermotor yang STNK Mati Selama 2 tahun Menjadi Bodong,0
KPUD DKI Jakarta Belum Temukan Nama Mantan Wali Kota Jakpus yang Dikabarkan Maju Caleg dari PDI-P,0
"Sepertinya berangkat sendiri, biaya sendiri, selebrasi sendiri, tidak ada yang kasih bendera",1
Tanda Tangan Anies Baswedan Dalam Surat Larangan Penggunaan Kawasan Monas Oleh Aktivis 98,1
: M. Romahurmuziy : Yang Naikkan BBM itu SPBU Jangan Salahkan Presiden yang Cinta Rakyat,1
Tidak Ada 7 Teroris di Bengkulu,0
Cacing Hidup Ditemukan di Sarden |  Alive Worms Found in Canned Sardine,1
Megawati Minta Pemerintah Tiadakan Azan,0
"Luruskan Isi Video, Kapolri Tito Bakal Sambangi Markas Habib Rizieq",1
Mengerikan Lihat Video Ini: Agama Baru yang Meniru Islam,0
Perbedaan Es Batu dari Air Matang atau Mentah,1
: Gunung Ili Lewotolok di Lembata Nusa Tenggara Timur Meletus,1
Tulisan Yusril Ihza Mahendra Tentang Masa Depan Anak Cucu Kita,1
Dorongan Mengembalikan Dwi Fungsi ABRI/TNI?,0
Aksi 299 untuk Menolak Pencabutan TAP MPRS Soal PKI?,0
PERLU KITA KETAHUI Inilah sejumlah video pembataian umat muslim di rohingya,1
MUI AKAN BAHAS FATWA HARAM ANGPAO IMLEK,1
Presiden Chechnya Ramzan Kadyrov Meminta Maaf Kepada Arab Saudi,1
Standar Ganda Kristen,1
Video KENDARI MEMANAS 2 AGUSTUS TENTANG TKA CHINA YANG MASUK INDONESIA,1
Bis Terperosok ke Sungai di KM 76 Cikopo,1
Petani dipukuli Polisi yang dibayar oleh PT Sadoka di Sulawesi Selatan,1
PKI Mencekik Leher Polri,1
Proses Pemilu dimasa Corona hanya menguntungkan petahana,1
Video Plandemic,1
Pelintiran Konteks Foto Najwa & Tommy Soeharto,1
Minta uang buat beli susu bayi malah diginiin,1
7 Penumpang Lion Air Yang Berasal Dari China di Manado Terinfeksi Virus Corona,1
PM China Peringatkan Indonesia Akan Kirim Pasukan Bila Tragedi 98 Terulang,1
"Ribuan Ikan Mati Dikaitkan Dengan Akan Terjadinya Tsunami, BMKG Beri Penjelasan",1
Bandung Electronic Center  runtuh,1
Foto ormas FPI membantu bencana erupsi Gunung Tangkuban Perahu,1
Masak Saya Dibilang Ikan Buntal,1
Klarifikasi Divisi Humas Polri terkait informasi anak China ancam tembak Jokowi dibebaskan,0
Foto di Cuitan Presiden yang tertukar...,1
Maruf Amin Sakit Parah Karena Terjatuh,1
diduga surat boongan,1
Pesindo,1
Malam nanti jam 3:25 pagi bulan akan mengelilingi Kabah,1
MASJID INI DIBAKAR BARU TADI,1
"Klarifikasi Kuasa Hukum Buni Yani Terkait Judul Artikel Buni Yani: Saya Diterlantarkan Setelah Ahok Masuk Penjara, Saya Menyesal Mencelakai Ahok",0
BNPT Menyebar Hoax OPM,1
Ada yang Menyiram Bensin Pada Pintu Kabah,1
Klarifikasi Kemendagri Perihal Pembahasan RUU Masyarakat Adat,0
Ketum PDIP Nyatakan Jokowi Harus Berhenti Jadi Presiden,1
Ini Klarifikasi BPPT Soal Kajian Potensi Tsunami Pandeglang,0
Skandal Foto Hot Mirip Azwar Anas dan Paha Mulus Istri Politisi Partai Gerindra,1
: Viral !! Sistem Big Data Cyber Security dan Cybercrime Police,1
LAPORAN KEMENTERIAN BUMN 29 AGUSTUS 2017,0
: Putra Sulung Jokowi Dituding Sebagai Pendukung Teori Bumi Datar,0
Lucky Florist Rugi Karena Pesanan Bunga Untuk Ahok-Djarot,1
: Beredar Meme Perempuan Korea Dibunuh Oleh Aktivis Cina,1
Perlakuan Berbeda antara GNPF MUI dengan Teman Ahok Terkait Sumbangan Dana di Hadapan Polri,0
Presiden Jokowi Diledek Korban Kebakaran Saat Mendatangi Pasar Senen yang Terbakar,0
Ikatan Jurnalis TV Indonesia Melawan Hoax,0
": Saksi Meringankan Ahok, Ulama Mesir Temui Jokowi di Istana Negara.",0
Pesan Whatsapp Mencari Pinjaman Dana oleh Wabup Kulonprogo,1
STAN Ditutup Karena Radikalisme,1
TKI di Hong Kong dan Arab Saudi Terima Sumbangan 275 Triliun dari BP2MI,1
Foto Presiden Jokowi Memegang Sepeda dengan Narasi PAHLAWAN KENA PAJAK SEPEDA,1
"Peta Kasus Covid DKI DKI kembali Zona Merah, Bogor Zona Hitam",1
"New Fatwa Sholat Tanpa Wudhu Tanpa Tayamum Dari Mbah Kakung,Yang Akan Di Keluarkan Untuk Rakyat Negeri +62",1
Keasang pengarep mampu menangani virus Corona di Jakarta asal menjadi gubernur DKI,1
PKI Nyamar Jadi Dokter,1
PARA PENGUSUNG KHILAFAH SEMAKIN KALAP KARENA BANYAK DITEMUKAN BENDERA PKI,1
Pegawai Pusat Perbelanjaan Luwes Gading Dijemput Petugas Medis,1
India Lockdown Failed!! Video,1
China Akui Dokter Palestina Penemu Vaksin Corona yang Terbukti Ampuh 100 Persen,1
"Setelah cina di landa virus corona,allah beri hadiah kpd umat muslim di cina yaitu terbukanya mesjid2 seluruh daratan cina",1
MEREKA JUGA MEMAKAN JANIN BAYI,1
Seorang Kanibal Berkeliaran Di Baubau Sulawesi Tenggara,1
Menhan Prabowo Ditekan Untuk Beli Pesawat Tempur Dari China,1
Emoticon Baterai Pengisi Baterai Ponsel Ciptaan Mahasiswa Terbaik UI,1
Photo of Chaiyut Kaewplang,1
"Binatang Langka Sangat Berbahaya, Biasanya Di Daun Pohon Mangga",1
Makhluk ini Dari India,1
Nanas Madu Dapat Merusak Ginjal,1
"Di Jepang  Plonga-Plongo Sendiri, Gak Ada yang Kasih Ucapan Selamat. Katanya Sih Udah Menang",1
Polwan kiriman tiap malam datang dari soeta,1
Heli Pembawa Air Memadamkan Api,1
